potential_total_value_of_award,recipient_state_name,extent_competed_code,product_or_service_code,award_type_code,program_activities_funding_this_award,woman_owned_business,minority_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code
1586489,NORTH CAROLINA,A,F101,A,0046: CLIMATE PROTECTION PROGRAM;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00NF: IMPLEMENTATION / ACCOUNTABILITY,f,f,f,O
1043052,VIRGINIA,A,C214,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1159954.06,VIRGINIA,A,R425,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
777568,VIRGINIA,C,B599,D,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,t,f,S
50000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
41080,VIRGINIA,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
841428.04,MARYLAND,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
32784.68,MISSOURI,A,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
921046,DISTRICT OF COLUMBIA,C,R499,C,0043: BROWNFIELDS;0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING;0052: CRIMINAL ENFORCEMENT;0086: LUST / UST;0090: NEPA IMPLEMENTATION;0095: POLLUTION PREVENTION PROGRAM;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00C3: STATE AND LOCAL PREVENTION AND PREPAREDNESS;00D7: TOXIC SUBSTANCES:  LEAD RISK REDUCTION PROGRAM;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,f,f,f,O
2838428.58,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
492234.64,NEW YORK,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
220060,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
32900,NEW HAMPSHIRE,F,6630,B,0058: FEDERAL STATIONARY SOURCE REGULATIONS,t,f,f,S
120385.86,VIRGINIA,A,AH44,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
356598,CONNECTICUT,A,R406,C,00F8: IT / DATA MANAGEMENT,f,f,f,O
72500,MARYLAND,A,R704,C,"00G2: AUDITS, EVALUATIONS, AND INVESTIGATIONS",f,t,f,S
20000000,ALABAMA,D,Y1DB,,,f,t,f,S
40703.6,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
21250,MARYLAND,G,U099,B,"0044: CIVIL ENFORCEMENT;0053: DRINKING WATER PROGRAMS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT;00A1: RCRA:  WASTE MANAGEMENT;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00E7: CIVIL RIGHTS/TITLE VI COMPLIANCE;00E8: CONGRESSIONAL, INTERGOVERNMENTAL, EXTERNAL RELATIONS;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS",f,f,f,O
733714,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1378983.18,PENNSYLVANIA,A,M1AZ,C,"00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
20000000,VIRGINIA,A,F115,,,f,f,f,O
1025162.48,VIRGINIA,A,R425,C,0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
15538.76,PENNSYLVANIA,A,R429,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
43339,COLORADO,D,R425,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",t,f,f,S
239440,VIRGINIA,A,B504,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
5714309.66,OHIO,D,F108,C,,f,f,f,S
992043,NORTH CAROLINA,A,F101,A,0046: CLIMATE PROTECTION PROGRAM;0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
29793.48,VIRGINIA,A,DF01,A,00F8: IT / DATA MANAGEMENT,f,t,f,S
44902.28,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
638325.84,VIRGINIA,A,C214,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
44573.6,MASSACHUSETTS,F,6640,B,0050: COMPLIANCE MONITORING,f,f,f,O
2931197.26,MARYLAND,D,R408,C,0000: UNKNOWN;0050: COMPLIANCE MONITORING;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00J7: GREAT LAKES RESTORATION;0307: SUPERFUND:  ENFORCEMENT;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;1007: GREAT LAKES RESTORATION;3044: CIVIL ENFORCEMENT;3050: COMPLIANCE MONITORING,f,f,t,S
346087.68,MARYLAND,A,DC01,C,00D2: SUPERFUND:  REMEDIAL,t,f,f,S
120331.8,VIRGINIA,A,7A21,A,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY;0084: HUMAN HEALTH RISK ASSESSMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
760084,PENNSYLVANIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
27894,TEXAS,F,R614,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
99900.99,CALIFORNIA,D,AJ11,D,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,S
334694,MASSACHUSETTS,D,F115,C,00D4: SURFACE WATER PROTECTION,f,f,f,S
529891,OHIO,D,D399,C,0000: UNKNOWN;00F5: HUMAN RESOURCES MANAGEMENT;00F8: IT / DATA MANAGEMENT,f,t,f,S
17036.39,MASSACHUSETTS,F,6640,B,0000: UNKNOWN;00J7: GREAT LAKES RESTORATION;1007: GREAT LAKES RESTORATION,f,f,f,O
264382,VIRGINIA,A,R499,C,"0084: HUMAN HEALTH RISK ASSESSMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
8449346.24,VIRGINIA,C,D319,C,"0000: UNKNOWN;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
385727.1,VIRGINIA,A,R499,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
40000,MISSOURI,A,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
16309,OREGON,G,J043,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
15000000,COLORADO,D,F099,,,f,f,f,S
664250,IDAHO,D,R425,C,0006: CATEGORICAL GRANT:  POLLUTION CONTROL (SEC. 106);00D4: SURFACE WATER PROTECTION,f,f,f,S
1962500,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
0,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
882822.08,MARYLAND,D,R408,C,0000: UNKNOWN;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;0101: RCRA:  WASTE MANAGEMENT,f,f,t,S
92555.19,VIRGINIA,A,B528,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
11531,MASSACHUSETTS,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
76193.38,MARYLAND,,6830,,,f,f,f,S
2342561.06,MARYLAND,D,R408,C,0000: UNKNOWN;0050: COMPLIANCE MONITORING;0090: NEPA IMPLEMENTATION;0099: RCRA: CORRECTIVE ACTION;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00K5: GEOGRAPHIC PROGRAM: PUGET SOUND;0101: RCRA:  WASTE MANAGEMENT;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;0608: IT / DATA MANAGEMENT;3068: GEOGRAPHIC PROGRAM:  OTHER,f,f,t,S
300225.75,VIRGINIA,A,B504,C,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
497387.18,MISSOURI,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
15000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
4120304.47,MARYLAND,D,R408,C,0000: UNKNOWN;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;0307: SUPERFUND:  ENFORCEMENT;0402: SUPERFUND:  REMEDIAL,f,f,t,S
307775.29,WISCONSIN,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
605899.5,PENNSYLVANIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
276716.54,OHIO,F,J066,B,"0053: DRINKING WATER PROGRAMS;0084: HUMAN HEALTH RISK ASSESSMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
68169.15,PENNSYLVANIA,A,M1AZ,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,O
15000,MISSOURI,D,F111,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
5149567.72,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
175000,MISSOURI,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
78599.69,VIRGINIA,A,R608,C,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
465239.04,NEW HAMPSHIRE,D,F108,C,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,f,t,f,S
26377.48,MISSOURI,D,F108,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
474000,PENNSYLVANIA,A,R429,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
73547.01,CALIFORNIA,A,B510,C,0000: UNKNOWN;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
1142051,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
571113.96,PENNSYLVANIA,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D2: SUPERFUND:  REMEDIAL,f,f,f,O
194842.51,VIRGINIA,A,F115,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
207763,MARYLAND,A,AH11,C,0042: BEACH / FISH PROGRAMS;00D4: SURFACE WATER PROTECTION,f,f,f,O
3490791,MASSACHUSETTS,D,AJ13,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
52808.43,VIRGINIA,A,B528,C,00A4: REGULATORY INNOVATION,f,f,f,O
304670.58,NORTH CAROLINA,A,R499,C,0046: CLIMATE PROTECTION PROGRAM,f,f,f,O
9142.5,PENNSYLVANIA,F,S208,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
21972439.68,GEORGIA,D,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1562349,MASSACHUSETTS,A,R499,C,0046: CLIMATE PROTECTION PROGRAM;00CG: AIR POLLUTION,f,f,f,O
506491.8,VIRGINIA,A,R408,C,00F5: HUMAN RESOURCES MANAGEMENT,f,f,f,S
82605.6,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
101883.95,NEW YORK,A,AJ11,C,0084: HUMAN HEALTH RISK ASSESSMENT,f,f,f,O
100500000,VIRGINIA,A,R499,,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
119240.7,MASSACHUSETTS,C,J066,B,0062: FORENSICS SUPPORT,f,f,f,O
20600,NORTH CAROLINA,F,AH52,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
538113,WEST VIRGINIA,B,F108,D,0000: UNKNOWN;00D2: SUPERFUND:  REMEDIAL,t,t,f,S
456372,MASSACHUSETTS,A,R499,C,0053: DRINKING WATER PROGRAMS,f,f,f,O
61888,NORTH CAROLINA,G,B599,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
616876.94,MASSACHUSETTS,D,B510,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,S
24630572.66,CALIFORNIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1813053.41,MASSACHUSETTS,A,R499,C,0079: BROWNFIELDS PROJECTS,f,f,f,O
395138,MASSACHUSETTS,C,F115,C,0008: CATEGORICAL GRANT:  UNDERGROUND INJECTION CONTROL  (UIC),f,f,f,O
288371.51,NEW JERSEY,A,S111,C,00A1: RCRA:  WASTE MANAGEMENT;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00J2: PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK;00J3: PESTICIDES: REALIZE THE VALUE OF PESTICIDE AVAILABILITY,f,f,f,O
250000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
74769,VIRGINIA,A,6640,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
123500,TEXAS,G,6640,B,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY",f,f,f,S
3159568,MICHIGAN,D,R499,C,0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
6118980.86,NEW HAMPSHIRE,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
996635,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
557057.75,VIRGINIA,A,C214,C,00D2: SUPERFUND:  REMEDIAL,f,t,f,S
795000000,ILLINOIS,A,F108,,0000: UNKNOWN,f,f,f,O
184600,OKLAHOMA,F,J059,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT,t,f,f,S
516008,TENNESSEE,D,R602,C,0062: FORENSICS SUPPORT,f,f,f,O
751572,MASSACHUSETTS,A,F999,C,0000: UNKNOWN;0057: ENVIRONMENTAL JUSTICE;00D2: SUPERFUND:  REMEDIAL;00E4: ALTERNATIVE DISPUTE RESOLUTION,f,f,f,O
2033124.75,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
12138.75,NORTH CAROLINA,F,J041,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
60758.53,MASSACHUSETTS,A,6630,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
310863.93,MARYLAND,D,R408,C,00D2: SUPERFUND:  REMEDIAL,f,f,t,S
299921,VIRGINIA,A,F115,A,0080: INFRASTRUCTURE ASSISTANCE:  CLEAN WATER SRF,f,f,f,O
16134.54,UTAH,A,6660,C,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,S
660739,TENNESSEE,A,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,f,O
3348220.2,VIRGINIA,D,DA10,C,0054: ENDOCRINE DISRUPTORS;0084: HUMAN HEALTH RISK ASSESSMENT;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION,f,f,f,S
198183.94,NEW JERSEY,A,F999,A,0086: LUST / UST,f,f,f,S
32000,VIRGINIA,F,R699,B,,f,f,f,O
7666198.82,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
28989.87,MISSOURI,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
103970.69,VIRGINIA,A,B516,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
1011800,NEW YORK,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
81599.56,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
128546,MASSACHUSETTS,A,F999,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
708318,MARYLAND,D,R425,C,00H5: REDUCE RISKS FROM INDOOR AIR,t,f,f,S
35565.29,MASSACHUSETTS,A,6640,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
28857.34,DISTRICT OF COLUMBIA,D,7A21,C,0052: CRIMINAL ENFORCEMENT,t,t,f,S
500000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
102029,VIRGINIA,A,F999,A,0058: FEDERAL STATIONARY SOURCE REGULATIONS;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,O
1355393,CALIFORNIA,A,R425,A,00D4: SURFACE WATER PROTECTION,f,f,f,O
38140,MASSACHUSETTS,F,B510,B,0004: CATEGORICAL GRANT:  STATE AND LOCAL AIR QUALITY MANAGEMENT,f,f,f,O
82748,FLORIDA,A,6630,C,00D2: SUPERFUND:  REMEDIAL;00G4: REGIONAL SCIENCE AND TECHNOLOGY,f,f,f,O
1456000,MISSOURI,D,F999,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
2974899.21,MARYLAND,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
220000000,OHIO,D,F108,,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
264413.87,COLORADO,D,R425,C,0044: CIVIL ENFORCEMENT;0050: COMPLIANCE MONITORING,f,f,f,S
1792096.07,COLORADO,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
5150000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
6165003,COLORADO,A,R429,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
241178,PENNSYLVANIA,A,R429,C,"0000: UNKNOWN;0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,f,f,O
423000,MARYLAND,A,R707,C,00D2: SUPERFUND:  REMEDIAL,t,t,f,S
14418,WISCONSIN,A,6640,C,00K9: RESEARCH: CHEMICAL SAFETY AND SUSTAINABILITY,f,f,f,S
77679.36,COLORADO,D,F099,C,00C7: SUPERFUND: ENFORCEMENT,f,f,f,S
48096.3,CALIFORNIA,F,6640,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,O
81000,OHIO,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,t,f,S
54000000,VIRGINIA,D,R499,,,t,t,f,S
450000,ILLINOIS,D,U001,,,f,f,f,S
240000,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
99458,CALIFORNIA,D,AJ11,D,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
16910.91,VIRGINIA,A,6640,C,0084: HUMAN HEALTH RISK ASSESSMENT;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,t,t,f,S
16353.51,PENNSYLVANIA,A,6640,C,00K8: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES,f,f,f,S
976440,MASSACHUSETTS,F,X1LZ,B,00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS,f,f,f,S
1595360,DISTRICT OF COLUMBIA,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
284651,VIRGINIA,A,F999,A,0046: CLIMATE PROTECTION PROGRAM;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,S
2621096,VIRGINIA,A,R425,C,00D4: SURFACE WATER PROTECTION,f,f,f,O
100054.24,WASHINGTON,A,B510,A,00D4: SURFACE WATER PROTECTION,f,f,f,S
1274244,MISSOURI,D,F108,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,S
82740,ILLINOIS,A,V301,A,"00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,f,O
10632677.33,DISTRICT OF COLUMBIA,D,DF01,C,0042: BEACH / FISH PROGRAMS;0053: DRINKING WATER PROGRAMS;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION;0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY;0071: HOMELAND SECURITY:  CRITICAL INFRASTRUCTURE PROTECTION;0088: MARINE POLLUTION;0089: NATIONAL ESTUARY PROGRAM / COASTAL WATERWAYS;00D4: SURFACE WATER PROTECTION;00D6: TOXIC SUBSTANCES:  CHEMICAL RISK REVIEW AND REDUCTION;00E2: WETLANDS;00J1: PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK;00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,S
153469,INDIANA,G,B507,B,0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
467401.8,ALABAMA,D,R499,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",f,t,f,S
7658209.52,MARYLAND,A,R499,C,0000: UNKNOWN;00F8: IT / DATA MANAGEMENT,f,f,f,O
53893,MASSACHUSETTS,A,R499,C,00A1: RCRA:  WASTE MANAGEMENT,f,f,f,O
789473.86,CALIFORNIA,A,B510,C,00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,f,f,f,O
80992.79,MASSACHUSETTS,B,B510,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE",f,t,f,S
302975,VIRGINIA,A,R499,C,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
89439,VIRGINIA,A,F999,A,0046: CLIMATE PROTECTION PROGRAM;0059: FEDERAL SUPPORT FOR AIR QUALITY MANAGEMENT,f,f,f,S
58323.98,MASSACHUSETTS,A,F099,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),f,f,f,O
747242.7,NEW YORK,A,R499,C,00L5: WATER INFRASTRUCTURE FINANCE AND INNOVATION,f,f,f,O
481259.22,VIRGINIA,A,F999,A,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
369775.15,MARYLAND,D,C214,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,S
1242783.1,VIRGINIA,A,F108,C,00D2: SUPERFUND:  REMEDIAL,f,f,f,O
1143749.68,VIRGINIA,D,T001,C,"00K6: RESEARCH: AIR, CLIMATE AND ENERGY;00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES",t,f,f,S
301857.12,DELAWARE,A,J066,A,"0088: MARINE POLLUTION;0099: RCRA: CORRECTIVE ACTION;00A1: RCRA:  WASTE MANAGEMENT;00A2: RCRA:  WASTE MINIMIZATION & RECYCLING;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00D4: SURFACE WATER PROTECTION;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00H5: REDUCE RISKS FROM INDOOR AIR",f,f,f,O
5114543.23,MICHIGAN,C,J066,D,0046: CLIMATE PROTECTION PROGRAM;0061: FEDERAL VEHICLE AND FUELS STANDARDS AND CERTIFICATION,f,f,f,O
43729.6,FLORIDA,A,DG11,C,"0072: HOMELAND SECURITY:  PREPAREDNESS, RESPONSE, AND RECOVERY",f,f,f,O
20000000,VIRGINIA,A,F115,,,f,f,f,S
4392.95,OHIO,F,6515,B,0057: ENVIRONMENTAL JUSTICE,f,f,f,O
197000,CALIFORNIA,A,R408,A,0063: GEOGRAPHIC PROGRAM:  CHESAPEAKE BAY;00D4: SURFACE WATER PROTECTION,f,f,f,O
42815.91,MICHIGAN,A,7110,A,"00A1: RCRA:  WASTE MANAGEMENT;00C7: SUPERFUND: ENFORCEMENT;00D2: SUPERFUND:  REMEDIAL;00D8: TRI / RIGHT TO KNOW;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00K5: GEOGRAPHIC PROGRAM: PUGET SOUND",f,f,f,O
13200,WISCONSIN,C,7A20,B,00K7: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES,f,f,f,O
105625.79,CALIFORNIA,A,6630,C,0057: ENVIRONMENTAL JUSTICE,f,f,f,S
269468.64,PENNSYLVANIA,A,R429,C,"0091: OIL SPILL: PREVENTION, PREPAREDNESS AND RESPONSE;00C6: SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL;00C8: SUPERFUND:  EPA EMERGENCY PREPAREDNESS",f,f,f,O
45044.22,MONTANA,D,F103,C,0003: CATEGORICAL GRANT:  PUBLIC WATER SYSTEM SUPERVISION (PWSS),t,f,f,S
718220.38,MARYLAND,D,R408,C,"0000: UNKNOWN;00E5: CENTRAL PLANNING, BUDGETING, AND FINANCE;0505: CENTRAL PLANNING, BUDGETING, AND FINANCE",f,f,t,S
1520675,TEXAS,A,R499,C,0081: INFRASTRUCTURE ASSISTANCE:  DRINKING WATER SRF,t,f,f,O
3007873.53,MARYLAND,D,R408,C,"0000: UNKNOWN;00F2: FACILITIES INFRASTRUCTURE AND OPERATIONS;00F8: IT / DATA MANAGEMENT;00K6: RESEARCH: AIR, CLIMATE AND ENERGY;0602: FACILITIES INFRASTRUCTURE AND OPERATIONS;0608: IT / DATA MANAGEMENT;1007: GREAT LAKES RESTORATION;1107: RESEARCH: SAFE AND SUSTAINABLE WATER RESOURCES;1108: RESEARCH: SUSTAINABLE AND HEALTHY COMMUNITIES",f,f,t,S
